entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
DoiTuongApDung:hàng hóa xuất khẩu của việt nam,DoiTuongApDung,hàng hóa xuất khẩu của Việt Nam,hàng hóa xuất khẩu của Việt Nam,166269,rule,0.85,"tác, hợp tác xã, liên hiệp hợp tác xã được cung cấp thông tin về pháp lý, kinh tế; khảo sát và nghiên cứu thị trường; thông tin dự báo, cảnh báo các biện pháp phòng vệ thương mại áp dụng đối với hàng hóa xuất khẩu của Việt Nam. 2. Hỗ trợ tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã liên kết hình thành vùng nguyên liệu, sản xuất, tiêu thụ sản phẩm, áp dụng và chứng nhận các tiêu chuẩn để phát triển thị trường. 3. Hỗ trợ tổ hợp tác, hợp tác xã,"
DoiTuongApDung:nhà đầu tư nước ngoài theo quy định của pháp luật về đầu tư và pháp luật có liên quan,DoiTuongApDung,nhà đầu tư nước ngoài theo quy định của pháp luật về đầu tư và pháp luật có liên quan,nhà đầu tư nước ngoài theo quy định của pháp luật về đầu tư và pháp luật có liên quan,166269,rule,0.85,"c xã có thành viên chính thức, thành viên liên kết góp vốn là tổ chức kinh tế có vốn đầu tư nước ngoài, cá nhân là nhà đầu tư nước ngoài phải đáp ứng điều kiện tiếp cận thị trường áp dụng đối với nhà đầu tư nước ngoài theo quy định của pháp luật về đầu tư và pháp luật có liên quan. 7. Tổng số thành viên chính thức là tổ chức kinh tế có vốn đầu tư nước ngoài và cá nhân là nhà đầu tư nước ngoài phải chiếm tỷ lệ dưới 35% tổng số thành viên chính thức của hợp tác xã. Điều 31. Quyền của thành viên hợp"
DoiTuongApDung:chủ thể pháp lý độc lập,DoiTuongApDung,chủ thể pháp lý độc lập,chủ thể pháp lý độc lập,166269,rule,0.85,"t có liên quan. 3. Hợp đồng, giao dịch khác giữa hợp tác xã, liên hiệp hợp tác xã và doanh nghiệp được thành lập phải được thiết lập và thực hiện độc lập, bình đẳng theo điều kiện áp dụng đối với chủ thể pháp lý độc lập. 4. Doanh nghiệp được thành lập không được trở thành thành viên chính thức, thành viên liên kết góp vốn của hợp tác xã, liên hiệp hợp tác xã đó. 5. Việc thành lập doanh nghiệp của hợp tác xã, liên hiệp hợp tác xã phải b"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,168220,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đào minh tú,NguoiKy,Đào Minh Tú,Đào Minh Tú,168220,metadata,1.0,metadata.csv: Đào Minh Tú
"LinhVuc:thanh tra, giám sát ngân hàng",LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",168220,metadata,1.0,"metadata.csv: Thanh tra, giám sát ngân hàng"
DoiTuongApDung:quỹ bảo toàn 1,DoiTuongApDung,Quỹ bảo toàn 1,Quỹ bảo toàn 1,168220,rule,0.85,"từ Quỹ bảo toàn Hồ sơ, trình tự, thời hạn, lãi suất cho vay hỗ trợ thực hiện theo Quy chế quản lý và sử dụng Quỹ bảo toàn do ngân hàng hợp tác xã ban hành. Điều 29. Chế độ báo cáo áp dụng đối với Quỹ bảo toàn 1. Hằng năm, chậm nhất vào ngày 15 tháng 7, ngân hàng hợp tác xã có trách nhiệm gửi báo cáo tình hình hoạt động 6 tháng đầu năm của Quỹ bảo toàn cho Ngân hàng Nhà nước theo mẫu quy định tại Phụ lục số 03 ban hành kèm theo"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,168859,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đào minh tú,NguoiKy,Đào Minh Tú,Đào Minh Tú,168859,metadata,1.0,metadata.csv: Đào Minh Tú
"LinhVuc:thanh tra, giám sát ngân hàng",LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",168859,metadata,1.0,"metadata.csv: Thanh tra, giám sát ngân hàng"
DoiTuongApDung:thành viên,DoiTuongApDung,thành viên,thành viên,168859,rule,0.85,"vay với quỹ tín dụng nhân dân. Hộ nghèo phải được Ủy ban nhân dân cấp huyện phê duyệt. Quy trình, thủ tục, hồ sơ cho vay các thành viên hộ nghèo thực hiện theo quy định về cho vay áp dụng đối với thành viên. 5. Quỹ tín dụng nhân dân không được cho vay khách hàng để mua, đầu tư chứng khoán. 6. Quỹ tín dụng nhân dân cho vay hợp vốn cùng với ngân hàng hợp tác xã đối với thành viên của quỹ tín dụng nhân dân theo quy định của p"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,169221,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:phạm thanh hà,NguoiKy,Phạm Thanh Hà,Phạm Thanh Hà,169221,metadata,1.0,metadata.csv: Phạm Thanh Hà
LinhVuc:quản lý ngoại hối,LinhVuc,Quản lý ngoại hối,Quản lý ngoại hối,169221,metadata,1.0,metadata.csv: Quản lý ngoại hối
DoiTuongApDung:ngày thực hiện giao dịch,DoiTuongApDung,ngày thực hiện giao dịch,ngày thực hiện giao dịch,169221,rule,0.85,"g án can thiệp hoặc tại phương án can thiệp không có nội dung về tỷ giá giao ngay thì áp dụng tỷ giá mua và tỷ giá bán ngoại tệ bằng tỷ giá trung tâm do Ngân hàng Nhà nước công bố áp dụng đối với ngày thực hiện giao dịch; b) Trường hợp mua, bán ngoại tệ khác ngoài đô la Mỹ, tỷ giá mua và tỷ giá bán ngoại tệ được áp dụng trên cơ sở tỷ giá tính chéo của tỷ giá xác định tại điểm a khoản này và tỷ giá bình quân của giá mua và giá bán giữa l"
DoiTuongApDung:việc hạch toán theo quy định tại khoản 2 và khoản 3 điều 26 thông tư này và thông báo cho các đơn vị liên quan,DoiTuongApDung,việc hạch toán theo quy định tại khoản 2 và khoản 3 Điều 26 Thông tư này và thông báo cho các đơn vị liên quan,việc hạch toán theo quy định tại khoản 2 và khoản 3 Điều 26 Thông tư này và thông báo cho các đơn vị liên quan,169221,rule,0.85,"a đổi, bổ sung điểm đ khoản 1 như sau: “đ) Xác định giá vàng quy đô la Mỹ và đồng Việt Nam của vàng thuộc dự trữ ngoại hối nhà nước và tỷ giá của đồng Việt Nam với một số ngoại tệ áp dụng cho việc hạch toán theo quy định tại khoản 2 và khoản 3 Điều 26 Thông tư này và thông báo cho các đơn vị liên quan;” b) Sửa đổi, bổ sung điểm k khoản 1 như sau: “k) Công bố trên mạng giao dịch FXT hoặc các phương tiện khác một số nội dung của phương án can thiệp theo phê duyệt của Thống đốc tại từng phương án can thiệp thị trường tr"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,173460,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173460,metadata,1.0,metadata.csv: Đoàn Thái Sơn
"LinhVuc:thanh tra, giám sát ngân hàng",LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",173460,metadata,1.0,"metadata.csv: Thanh tra, giám sát ngân hàng"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,173695,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,173695,metadata,1.0,metadata.csv: Đoàn Thái Sơn
"LinhVuc:thanh tra, giám sát ngân hàng",LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",173695,metadata,1.0,"metadata.csv: Thanh tra, giám sát ngân hàng"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,174218,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,174218,metadata,1.0,metadata.csv: Đoàn Thái Sơn
"LinhVuc:thanh tra, giám sát ngân hàng",LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",174218,metadata,1.0,"metadata.csv: Thanh tra, giám sát ngân hàng"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,177271,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,177271,metadata,1.0,metadata.csv: Đoàn Thái Sơn
LinhVuc:cục an toàn hệ thống các tổ chức tín dụng,LinhVuc,Cục An toàn hệ thống các tổ chức tín dụng,Cục An toàn hệ thống các tổ chức tín dụng,177271,metadata,1.0,metadata.csv: Cục An toàn hệ thống các tổ chức tín dụng
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,185630,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,185630,metadata,1.0,metadata.csv: Đoàn Thái Sơn
"LinhVuc:lao động, tiền lương, tiền công",LinhVuc,"Lao động, tiền lương, tiền công","Lao động, tiền lương, tiền công",185630,metadata,1.0,"metadata.csv: Lao động, tiền lương, tiền công"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,186482,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186482,metadata,1.0,metadata.csv: Đoàn Thái Sơn
LinhVuc:cục an toàn hệ thống các tổ chức tín dụng,LinhVuc,Cục An toàn hệ thống các tổ chức tín dụng,Cục An toàn hệ thống các tổ chức tín dụng,186482,metadata,1.0,metadata.csv: Cục An toàn hệ thống các tổ chức tín dụng
DoiTuongApDung:tổ chức tín dụng phi ngân hàng nộp hồ sơ đề nghị vào năm thứ hai tính từ ngày khai trương hoạt động,DoiTuongApDung,tổ chức tín dụng phi ngân hàng nộp hồ sơ đề nghị vào năm thứ hai tính từ ngày khai trương hoạt động,tổ chức tín dụng phi ngân hàng nộp hồ sơ đề nghị vào năm thứ hai tính từ ngày khai trương hoạt động,186482,rule,0.85,c điều kiện sau: a) Hoạt động kinh doanh có lãi theo báo cáo tài chính hợp nhất và báo cáo tài chính riêng lẻ được kiểm toán của năm trước liền kề năm đề nghị. Điều kiện này không áp dụng đối với tổ chức tín dụng phi ngân hàng nộp hồ sơ đề nghị vào năm thứ hai tính từ ngày khai trương hoạt động; b) Tại thời điểm đề nghị không bị cơ quan có thẩm quyền áp dụng biện pháp không cho mở rộng địa bàn hoạt động; c) Tỷ lệ nợ xấu so với tổng dư nợ tại thời điểm 31 tháng 12 của năm trước liền kề năm đề nghị và tại thời đ
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,186888,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,186888,metadata,1.0,metadata.csv: Đoàn Thái Sơn
LinhVuc:cục an toàn hệ thống các tổ chức tín dụng,LinhVuc,Cục An toàn hệ thống các tổ chức tín dụng,Cục An toàn hệ thống các tổ chức tín dụng,186888,metadata,1.0,metadata.csv: Cục An toàn hệ thống các tổ chức tín dụng
DoiTuongApDung:ngân hàng hợp tác xã),DoiTuongApDung,ngân hàng hợp tác xã),ngân hàng hợp tác xã),186888,rule,0.85,"đa dạng hóa nguồn vốn huy động, thời hạn vốn huy động để tăng sự ổn định Nợ phải trả, hỗ trợ thanh khoản hàng ngày; c) Nguyên tắc thực hiện kiểm tra sức chịu đựng về thanh khoản (áp dụng đối với ngân hàng hợp tác xã). 3. Tổ chức tín dụng phải thiết lập hạn mức rủi ro thanh khoản bao gồm: a) Các hạn mức rủi ro đảm bảo tuân thủ quy định của pháp luật có liên quan về: (i) Tỷ lệ khả năng chi trả; (ii) Tỷ lệ dư nợ cho vay so với tổng tiề"
CoQuan:quốc hội,CoQuan,Quốc hội,Quốc hội,25692,metadata,1.0,metadata.csv: Quốc hội
NguoiKy:nguyễn phú trọng,NguoiKy,Nguyễn Phú Trọng,Nguyễn Phú Trọng,25692,metadata,1.0,metadata.csv: Nguyễn Phú Trọng
CoQuan:quốc hội,CoQuan,Quốc hội,Quốc hội,26750,metadata,1.0,metadata.csv: Quốc hội
NguoiKy:nguyễn phú trọng,NguoiKy,Nguyễn Phú Trọng,Nguyễn Phú Trọng,26750,metadata,1.0,metadata.csv: Nguyễn Phú Trọng
LinhVuc:chưa phân loại,LinhVuc,Chưa phân loại,Chưa phân loại,26750,metadata,1.0,metadata.csv: Chưa phân loại
"DoiTuongApDung:kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại việt nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán",DoiTuongApDung,"kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán","kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán",26750,rule,0.85,"ghĩa vụ của kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam và đơn vị được kiểm toán. Điều 2. Đối tượng áp dụng Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập. Điều 3. Áp dụng Luật Kiểm toán độc lập, điều ước quốc tế và các luật có liên quan 1. Tổ chức, cá nhân trong nước và tổ chức, cá nhân nước ngoài tham"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,27257,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:trần minh tuấn,NguoiKy,Trần Minh Tuấn,Trần Minh Tuấn,27257,metadata,1.0,metadata.csv: Trần Minh Tuấn
LinhVuc:chưa phân loại,LinhVuc,Chưa phân loại,Chưa phân loại,27257,metadata,1.0,metadata.csv: Chưa phân loại
CoQuan:bộ tài chính,CoQuan,Bộ Tài chính,Bộ Tài chính,30402,metadata,1.0,metadata.csv: Bộ Tài chính
NguoiKy:trần xuân hà,NguoiKy,Trần Xuân Hà,Trần Xuân Hà,30402,metadata,1.0,metadata.csv: Trần Xuân Hà
LinhVuc:quản lý dịch vụ tài chính và các quỹ tài chính,LinhVuc,Quản lý dịch vụ tài chính và các quỹ tài chính,Quản lý dịch vụ tài chính và các quỹ tài chính,30402,metadata,1.0,metadata.csv: Quản lý dịch vụ tài chính và các quỹ tài chính
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,38128,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đào minh tú,NguoiKy,Đào Minh Tú,Đào Minh Tú,38128,metadata,1.0,metadata.csv: Đào Minh Tú
LinhVuc:phát hành và kho quỹ,LinhVuc,Phát hành và kho quỹ,Phát hành và kho quỹ,38128,metadata,1.0,metadata.csv: Phát hành và kho quỹ
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,44209,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đào minh tú,NguoiKy,Đào Minh Tú,Đào Minh Tú,44209,metadata,1.0,metadata.csv: Đào Minh Tú
LinhVuc:phát hành và kho quỹ,LinhVuc,Phát hành và kho quỹ,Phát hành và kho quỹ,44209,metadata,1.0,metadata.csv: Phát hành và kho quỹ
DoiTuongApDung:ngân hàng nhà nước việt nam,DoiTuongApDung,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước,44209,rule,0.85,"t trong giao dịch một cửa, ngân hàng bán lẻ và các hoạt động có liên quan đến thu, chi tiền mặt khác). 3. Cục trưởng Cục Phát hành và Kho quỹ hướng dẫn quy trình thu, chi tiền mặt áp dụng đối với Ngân hàng Nhà nước. Điều 11. Giao nhận tiền mặt trong ngành Ngân hàng 1. Giao nhận tiền mặt theo bó tiền đủ 10 thếp, nguyên niêm phong hoặc túi tiền nguyên niêm phong kẹp chì trong các trường hợp: a) Giao nhận tiền mặt trong nội bộ Sở Gia"
CoQuan:ngân hàng nhà nước việt nam,CoQuan,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,metadata,1.0,metadata.csv: Ngân hàng Nhà nước Việt Nam
NguoiKy:đoàn thái sơn,NguoiKy,Đoàn Thái Sơn,Đoàn Thái Sơn,6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,metadata,1.0,metadata.csv: Đoàn Thái Sơn
CoQuan:chính phủ,CoQuan,Chính phủ,Chính phủ,95652,metadata,1.0,metadata.csv: Chính phủ
NguoiKy:nguyễn tấn dũng,NguoiKy,Nguyễn Tấn Dũng,Nguyễn Tấn Dũng,95652,metadata,1.0,metadata.csv: Nguyễn Tấn Dũng
LinhVuc:chưa phân loại,LinhVuc,Chưa phân loại,Chưa phân loại,95652,metadata,1.0,metadata.csv: Chưa phân loại
DoiTuongApDung:tổ chức tự doanh là công ty đầu tư chứng khoán và quỹ đầu tư chứng khoán thực hiện đầu tư gián tiếp ra nước ngoài thông qua công ty quản lý quỹ),DoiTuongApDung,tổ chức tự doanh là công ty đầu tư chứng khoán và quỹ đầu tư chứng khoán thực hiện đầu tư gián tiếp ra nước ngoài thông qua công ty quản lý quỹ),tổ chức tự doanh là công ty đầu tư chứng khoán và quỹ đầu tư chứng khoán thực hiện đầu tư gián tiếp ra nước ngoài thông qua công ty quản lý quỹ),95652,rule,0.85,"h ngân hàng nước ngoài được phép cung ứng dịch vụ ngoại hối tại Việt Nam để thực hiện các giao dịch thu, chi liên quan đến hoạt động tự doanh đầu tư gián tiếp ra nước ngoài (không áp dụng đối với tổ chức tự doanh là công ty đầu tư chứng khoán và quỹ đầu tư chứng khoán thực hiện đầu tư gián tiếp ra nước ngoài thông qua công ty quản lý quỹ); b) Trường hợp tổ chức tự doanh là quỹ đầu tư chứng khoán và công ty đầu tư chứng khoán thực hiện đầu tư gián tiếp ra nước ngoài thông qua công ty quản lý quỹ thì công ty quản lý quỹ phải mở 01 (một) tài khoản vốn đầu t"
"DoiTuongApDung:tổng công ty đầu tư và kinh doanh vốn nhà nước, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán)",DoiTuongApDung,"Tổng công ty đầu tư và kinh doanh vốn nhà nước, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán)","Tổng công ty đầu tư và kinh doanh vốn nhà nước, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán)",95652,rule,0.85,"nước ngoài: a) Để được tự doanh đầu tư gián tiếp ra nước ngoài, tổ chức tự doanh phải được cơ quan có thẩm quyền cấp giấy chứng nhận đăng ký đầu tư gián tiếp ra nước ngoài (không áp dụng đối với Tổng công ty đầu tư và kinh doanh vốn nhà nước, quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán); b) Để được tự doanh đầu tư gián tiếp ra nước ngoài, tổ chức tự doanh là quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán phải được cơ quan có thẩm quyền chấp thuận cho phép đầu tư gián tiếp ra nước ngoài. 2. Để được"
"DoiTuongApDung:quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán)",DoiTuongApDung,"quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán)","quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán)",95652,rule,0.85,"ngoài được thể hiện trên báo cáo tài chính đã được kiểm toán độc lập bởi các tổ chức kiểm toán độc lập và không có ý kiến ngoại trừ trọng yếu theo quy định của Bộ Tài chính (không áp dụng đối với quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán). 2. Thực hiện đầy đủ các nghĩa vụ tài chính với Nhà nước, không có nợ thuế đối với ngân sách nhà nước. 3. Có tài liệu chứng minh về nguồn ngoại tệ trên tài khoản để ủy thác đầu tư gián tiếp ra nước ngoài là ngoại tệ tự"
DoiTuongApDung:tổng công ty đầu tư và kinh doanh vốn nhà nước),DoiTuongApDung,Tổng công ty đầu tư và kinh doanh vốn nhà nước),Tổng công ty đầu tư và kinh doanh vốn nhà nước),95652,rule,0.85,"của tổ chức tự doanh là quỹ đầu tư chứng khoán, công ty đầu tư chứng khoán; c) Tỷ lệ đầu tư an toàn của tổ chức tự doanh do cơ quan quản lý nhà nước có thẩm quyền quy định (không áp dụng đối với Tổng công ty đầu tư và kinh doanh vốn nhà nước); d) Tình hình hoạt động đầu tư gián tiếp ra nước ngoài của tổ chức tự doanh của các năm trước; đ) Tình hình kinh tế vĩ mô và mục tiêu chính sách tiền tệ trong từng thời kỳ. 2. Chậm nhất ngày 15 tháng 4 hàng năm, tổ chức"
CoQuan:bộ tài chính,CoQuan,Bộ Tài chính,Bộ Tài chính,f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata,1.0,metadata.csv: Bộ Tài chính
NguoiKy:nguyễn đức chi,NguoiKy,Nguyễn Đức Chi,Nguyễn Đức Chi,f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata,1.0,metadata.csv: Nguyễn Đức Chi
"DoiTuongApDung:tổ chức, trừ trường hợp quy định tại các khoản 3, 4 và 5 điều 15, khoản 2 điều 30 nghị định này quy định mức phạt tiền áp dụng đối với cá nhân, trường hợp quy định tại khoản 3 và k",DoiTuongApDung,"tổ chức, trừ trường hợp quy định tại các khoản 3, 4 và 5 Điều 15, Khoản 2 Điều 30 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân, trường hợp quy định tại khoản 3 và k","tổ chức, trừ trường hợp quy định tại các khoản 3, 4 và 5 Điều 15, Khoản 2 Điều 30 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân, trường hợp quy định tại khoản 3 và k",f69936f0-6937-11f1-a48d-29bc6b0fd706,rule,0.85,"vi vi phạm khác trong lĩnh vực chứng khoán là 3.000.000.000 đồng đối với tổ chức và 1.500.000.000 đồng đối với cá nhân; c) Mức phạt tiền quy định tại Chương II Nghị định này được áp dụng đối với tổ chức, trừ trường hợp quy định tại các khoản 3, 4 và 5 Điều 15, Khoản 2 Điều 30 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân, trường hợp quy định tại khoản 3 và khoản 5 Điều 39 Nghị định này quy định cả mức phạt tiền áp dụng cho tổ chức và cho cá nhân. Trường hợp cá nhân có hành vi vi phạm như của tổ chức thì mức phạt tiền bằng 1/2 mức phạt tiền đối với tổ chức. Điều 6. Thời hiệu"
DoiTuongApDung:tổ chức và cho cá nhân,DoiTuongApDung,tổ chức và cho cá nhân,tổ chức và cho cá nhân,f69936f0-6937-11f1-a48d-29bc6b0fd706,rule,0.85,"5 Điều 15, Khoản 2 Điều 30 Nghị định này quy định mức phạt tiền áp dụng đối với cá nhân, trường hợp quy định tại khoản 3 và khoản 5 Điều 39 Nghị định này quy định cả mức phạt tiền áp dụng cho tổ chức và cho cá nhân. Trường hợp cá nhân có hành vi vi phạm như của tổ chức thì mức phạt tiền bằng 1/2 mức phạt tiền đối với tổ chức. Điều 6. Thời hiệu xử phạt vi phạm hành chính trong lĩnh vực chứng khoán [23] 1. Thời hiệu xử phạt vi phạm"
"DoiTuongApDung:tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua",DoiTuongApDung,"tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua","tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua",f69936f0-6937-11f1-a48d-29bc6b0fd706,rule,0.85,"in về việc chào mua công khai hoặc thực hiện báo cáo, công bố thông tin về việc chào mua công khai không đúng quy định pháp luật; k) [61] Không bảo đảm việc tăng giá chào mua được áp dụng đối với tất cả các cổ đông của công ty mục tiêu hoặc nhà đầu tư của quỹ đầu tư mục tiêu, bao gồm cả các cổ đông hoặc nhà đầu tư đã gửi đăng ký bán cho bên chào mua; điều chỉnh giảm giá chào mua công khai trong quá trình chào mua công khai; l) Không chỉ định một công ty chứng khoán làm đại lý thực hiện việc chào mua công khai; không cập nhật về đại lý chào mua công khai kèm theo xá"
